HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:19622,OR8G5,olfactory receptor family 8 subfamily G member 5,11q24.2,,,Q8NG78
HGNC:19623,OR8G6,"symbol withdrawn, see [HGNC:19622](/data/gene-symbol-report/#!/hgnc_id/HGNC:19622)",11q25,,,
HGNC:19625,OR8G7P,olfactory receptor family 8 subfamily G member 7 pseudogene,11q24.2,,,
HGNC:14824,OR8H1,olfactory receptor family 8 subfamily H member 1,11q12.1,,,Q8NGG4
HGNC:15308,OR8H2,olfactory receptor family 8 subfamily H member 2,11q12.1,,,Q8N162
HGNC:15309,OR8H3,olfactory receptor family 8 subfamily H member 3,11q12.1,,,Q8N146
HGNC:14828,OR8I1P,olfactory receptor family 8 subfamily I member 1 pseudogene,11q12.1,,,
HGNC:15310,OR8I2,olfactory receptor family 8 subfamily I member 2,11q12.1,,,Q8N0Y5
HGNC:31316,OR8I4P,olfactory receptor family 8 subfamily I member 4 pseudogene,11q12.1,,,
HGNC:14855,OR8J1,olfactory receptor family 8 subfamily J member 1,11q12.1,,,Q8NGP2
HGNC:15311,OR8J2,olfactory receptor family 8 subfamily J member 2 (gene/pseudogene),11q12.1,18989455,,Q8NGG1
HGNC:15312,OR8J3,olfactory receptor family 8 subfamily J member 3,11q12.1,,,Q8NGG0
HGNC:14831,OR8K1,olfactory receptor family 8 subfamily K member 1,11q12.1,,,Q8NGG5
HGNC:14832,OR8K2P,olfactory receptor family 8 subfamily K member 2 pseudogene,11q12.1,,,
HGNC:15313,OR8K3,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene),11q12.1,,,Q8NH51
HGNC:15314,OR8K4P,olfactory receptor family 8 subfamily K member 4 pseudogene,11q12.1,,,
HGNC:15315,OR8K5,olfactory receptor family 8 subfamily K member 5,11q12.1,,,Q8NH50
HGNC:15316,OR8L1P,olfactory receptor family 8 subfamily L member 1 pseudogene,11q12.1,,,
HGNC:15060,OR8N1P,"olfactory receptor, family 8, subfamily N, member 1 pseudogene",,,,
HGNC:15317,OR8Q1P,olfactory receptor family 8 subfamily Q member 1 pseudogene,11q24.2,,,
HGNC:15318,OR8R1P,olfactory receptor family 8 subfamily R member 1 pseudogene,11q13.4,,,
HGNC:19628,OR8S1,olfactory receptor family 8 subfamily S member 1,12q13.11,,,Q8NH09
HGNC:31317,OR8S21P,olfactory receptor family 8 subfamily S member 21 pseudogene,12q13.11,,,
HGNC:19630,OR8T1P,olfactory receptor family 8 subfamily T member 1 pseudogene,12q13.11,,,
HGNC:19611,OR8U1,olfactory receptor family 8 subfamily U member 1,11q12.1,,,Q8NH10
HGNC:14841,OR8U3,olfactory receptor family 8 subfamily U member 3,11q12.1,,,Q8NH85
HGNC:27538,OR8U8,olfactory receptor family 8 subfamily U member 8,11q1 alternate reference locus,,,P0C7N1
HGNC:29166,OR8U9,olfactory receptor family 8 subfamily U member 9,11q1 alternate reference locus,,,P0C7N5
HGNC:19613,OR8V1P,olfactory receptor family 8 subfamily V member 1 pseudogene,11q12.1,,,
HGNC:31318,OR8X1P,olfactory receptor family 8 subfamily X member 1 pseudogene,11q24.2,,,
HGNC:8486,OR9A1P,olfactory receptor family 9 subfamily A member 1 pseudogene,7q34,1370859,,Q8NGU1
HGNC:15093,OR9A2,olfactory receptor family 9 subfamily A member 2,7q34,,,Q8NGT5
HGNC:15094,OR9A3P,olfactory receptor family 9 subfamily A member 3 pseudogene,7q34,,,
HGNC:15095,OR9A4,olfactory receptor family 9 subfamily A member 4,7q34,,,Q8NGU2
HGNC:19563,OR9A5P,"olfactory receptor, family 9, subfamily A, member 5 pseudogene",,,,
HGNC:19564,OR9A6P,"symbol withdrawn, see [HGNC:15094](/data/gene-symbol-report/#!/hgnc_id/HGNC:15094)",reserved,,,
HGNC:15319,OR9G1,olfactory receptor family 9 subfamily G member 1,11q12.1,,,Q8NH87
HGNC:15320,OR9G2P,olfactory receptor family 9 subfamily G member 2 pseudogene,11q12.1,,,
HGNC:15321,OR9G3P,olfactory receptor family 9 subfamily G member 3 pseudogene,11q12.1,,,
HGNC:15322,OR9G4,olfactory receptor family 9 subfamily G member 4,11q12.1,,,Q8NGQ1
HGNC:15323,OR9G5,"symbol withdrawn, see [HGNC:15319](/data/gene-symbol-report/#!/hgnc_id/HGNC:15319)",11,,,
HGNC:19609,OR9G6,"symbol withdrawn, see [HGNC:15320](/data/gene-symbol-report/#!/hgnc_id/HGNC:15320)",11q12.3,,,
HGNC:31940,OR9G9,olfactory receptor family 9 subfamily G member 9,11q11 alternate reference locus,,,P0C7N8
HGNC:15038,OR9H1P,olfactory receptor family 9 subfamily H member 1 pseudogene,1q44,,,
HGNC:14718,OR9I1,olfactory receptor family 9 subfamily I member 1,11q12.1,,,Q8NGQ6
HGNC:15324,OR9I2P,olfactory receptor family 9 subfamily I member 2 pseudogene,11q12.1,,,
HGNC:15325,OR9I3P,olfactory receptor family 9 subfamily I member 3 pseudogene,11q12.1,,,
HGNC:14720,OR9J1,"olfactory receptor, family 9, subfamily J, member 1",,,,
HGNC:15338,OR9K1P,olfactory receptor family 9 subfamily K member 1 pseudogene,12q13.2,,,
HGNC:15339,OR9K2,olfactory receptor family 9 subfamily K member 2,12q13.2,,,Q8NGE7
HGNC:14761,OR9L1P,olfactory receptor family 9 subfamily L member 1 pseudogene,11q12.1,,,
HGNC:15326,OR9L2P,"symbol withdrawn, see [HGNC:14761](/data/gene-symbol-report/#!/hgnc_id/HGNC:14761)",11,,,
HGNC:15327,OR9M1P,"olfactory receptor family 9 subfamily M member 1, pseudogene",11q12.1,,,
HGNC:15096,OR9N1P,olfactory receptor family 9 subfamily N member 1 pseudogene,7q34,,,
HGNC:15097,OR9P1P,olfactory receptor family 9 subfamily P member 1 pseudogene,7q34,,,
HGNC:19552,OR9P2P,"symbol withdrawn, see [HGNC:15097](/data/gene-symbol-report/#!/hgnc_id/HGNC:15097)",reserved,,,
HGNC:14724,OR9Q1,olfactory receptor family 9 subfamily Q member 1,11q12.1,,,Q8NGQ5
HGNC:15328,OR9Q2,olfactory receptor family 9 subfamily Q member 2,11q12.1,,,Q8NGE9
HGNC:15340,OR9R1P,olfactory receptor family 9 subfamily R member 1 pseudogene,12q13.2,,,
HGNC:31288,OR9S24P,olfactory receptor family 9 subfamily S member 24 pseudogene,2q37.3,,,
HGNC:8160,OR10A1,"symbol withdrawn, see [HGNC:15131](/data/gene-symbol-report/#!/hgnc_id/HGNC:15131)",11p15,9787077,,
HGNC:8161,OR10A2,olfactory receptor family 10 subfamily A member 2,11p15.4,,,Q9H208
HGNC:8162,OR10A3,olfactory receptor family 10 subfamily A member 3,11p15.4,1370859,,P58181
HGNC:15130,OR10A4,olfactory receptor family 10 subfamily A member 4,11p15.4,,,Q9H209
HGNC:15131,OR10A5,olfactory receptor family 10 subfamily A member 5,11p15.4,,608493,Q9H207
HGNC:15132,OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),11p15.4,,,Q8NH74
HGNC:15329,OR10A7,olfactory receptor family 10 subfamily A member 7,12q13.2,,,Q8NGE5
HGNC:14989,OR10AA1P,olfactory receptor family 10 subfamily AA member 1 pseudogene,1q23.1,,,
HGNC:14804,OR10AB1P,olfactory receptor family 10 subfamily AB member 1 pseudogene,11p15.4,,,
HGNC:14758,OR10AC1,olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene),7q35,,,Q8NH08
HGNC:14819,OR10AD1,olfactory receptor family 10 subfamily AD member 1,12q13.11,,,Q8NGE0
HGNC:14990,OR10AE1P,olfactory receptor family 10 subfamily AE member 1 pseudogene,1q23.2,,,
HGNC:19640,OR10AE2P,"symbol withdrawn, see [HGNC:14990](/data/gene-symbol-report/#!/hgnc_id/HGNC:14990)",1q25.3,,,
HGNC:31235,OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene,12q13.2,,,
HGNC:19606,OR10AF1P,olfactory receptor family 10 subfamily AF member 1 pseudogene,11q12.1,,,
HGNC:19607,OR10AG1,olfactory receptor family 10 subfamily AG member 1,11q12.1,,,Q8NH19
HGNC:19647,OR10AH1P,olfactory receptor family 10 subfamily AH member 1 pseudogene,7p22.1,,,
HGNC:31236,OR10AK1P,olfactory receptor family 10 subfamily AK member 1 pseudogene,11q12.1,,,
HGNC:8163,OR10B1P,olfactory receptor family 10 subfamily B member 1 pseudogene,19p13.12,,,
HGNC:8164,OR10B2,"symbol withdrawn, see [HGNC:8163](/data/gene-symbol-report/#!/hgnc_id/HGNC:8163)",19,9500546,,
HGNC:8165,OR10C1,olfactory receptor family 10 subfamily C member 1,6p22.1,,,Q96KK4
HGNC:15066,OR10C2,"symbol withdrawn, see [HGNC:8165](/data/gene-symbol-report/#!/hgnc_id/HGNC:8165)",6,,,
HGNC:8166,OR10D1P,olfactory receptor family 10 subfamily D member 1 pseudogene,11q24.2,,,
HGNC:8167,OR10D2P,"symbol withdrawn, see [HGNC:8166](/data/gene-symbol-report/#!/hgnc_id/HGNC:8166)",,,,
HGNC:8168,OR10D3,olfactory receptor family 10 subfamily D member 3,11q24.2,1370859,,Q8NH80
HGNC:14770,OR10D4P,olfactory receptor family 10 subfamily D member 4 pseudogene,11q24.2,,,Q8NGN7
HGNC:14838,OR10D5P,olfactory receptor family 10 subfamily D member 5 pseudogene,11q24.2,,,
HGNC:15133,OR10D6P,"symbol withdrawn, see [HGNC:14770](/data/gene-symbol-report/#!/hgnc_id/HGNC:14770)",11,,,
HGNC:8169,OR10G1P,olfactory receptor family 10 subfamily G member 1 pseudogene,14q11.2,8188290,,
HGNC:8170,OR10G2,olfactory receptor family 10 subfamily G member 2,14q11.2,8188290,,Q8NGC3
HGNC:8171,OR10G3,olfactory receptor family 10 subfamily G member 3,14q11.2,8188290,,Q8NGC4
HGNC:14809,OR10G4,olfactory receptor family 10 subfamily G member 4,11q24.2,,,Q8NGN3
HGNC:14811,OR10G5P,olfactory receptor family 10 subfamily G member 5 pseudogene,11q24.2,,,
HGNC:14836,OR10G6,olfactory receptor family 10 subfamily G member 6,11q24.1,,,Q8NH81
HGNC:14842,OR10G7,olfactory receptor family 10 subfamily G member 7,11q24.2,,,Q8NGN6
HGNC:14845,OR10G8,olfactory receptor family 10 subfamily G member 8,11q24.2,,,Q8NGN5
HGNC:15129,OR10G9,olfactory receptor family 10 subfamily G member 9,11q24.2,,,Q8NGN4
HGNC:19585,OR10G10P,"symbol withdrawn, see [HGNC:15129](/data/gene-symbol-report/#!/hgnc_id/HGNC:15129)",reserved,,,
HGNC:8172,OR10H1,olfactory receptor family 10 subfamily H member 1,19p13.12,,,Q9Y4A9
HGNC:8173,OR10H2,olfactory receptor family 10 subfamily H member 2,19p13.12,,,O60403
HGNC:8174,OR10H3,olfactory receptor family 10 subfamily H member 3,19p13.12,,,O60404
HGNC:15388,OR10H4,olfactory receptor family 10 subfamily H member 4,19p13.12,,,Q8NGA5
HGNC:15389,OR10H5,olfactory receptor family 10 subfamily H member 5,19p13.12,,,Q8NGA6
HGNC:8175,OR10J1,olfactory receptor family 10 subfamily J member 1,1q23.2,1370859,,P30954
HGNC:14991,OR10J2P,olfactory receptor family 10 subfamily J member 2 pseudogene,1q23.2,,,
HGNC:14992,OR10J3,olfactory receptor family 10 subfamily J member 3,1q23.2,,,Q5JRS4
HGNC:15408,OR10J4,olfactory receptor family 10 subfamily J member 4 (gene/pseudogene),1q23.2,,,P0C629
HGNC:14993,OR10J5,olfactory receptor family 10 subfamily J member 5,1q23.2,,,Q8NHC4
HGNC:14994,OR10J6P,olfactory receptor family 10 subfamily J member 6 pseudogene,1q23.2,,,Q8NGY7
HGNC:19637,OR10J7P,olfactory receptor family 10 subfamily J member 7 pseudogene,1q23.2,,,
HGNC:19638,OR10J8P,olfactory receptor family 10 subfamily J member 8 pseudogene,1q23.2,,,
HGNC:19639,OR10J9P,olfactory receptor family 10 subfamily J member 9 pseudogene,1q23.2,,,
HGNC:14693,OR10K1,olfactory receptor family 10 subfamily K member 1,1q23.1,,,Q8NGX5
HGNC:14826,OR10K2,olfactory receptor family 10 subfamily K member 2,1q23.1,,,Q6IF99
HGNC:14689,OR10N1P,olfactory receptor family 10 subfamily N member 1 pseudogene,11q24.2,,,
HGNC:15378,OR10P1,olfactory receptor family 10 subfamily P member 1,12q13.2,,,Q8NGE3
HGNC:15330,OR10P2P,"symbol withdrawn, see [HGNC:15378](/data/gene-symbol-report/#!/hgnc_id/HGNC:15378)",12,,,
HGNC:15331,OR10P3P,"symbol withdrawn, see [HGNC:15378](/data/gene-symbol-report/#!/hgnc_id/HGNC:15378)",12,,,
HGNC:15134,OR10Q1,olfactory receptor family 10 subfamily Q member 1,11q12.1,,,Q8NGQ4
HGNC:15135,OR10Q2P,olfactory receptor family 10 subfamily Q member 2 pseudogene,11q12.1,,,
HGNC:14813,OR10R1P,olfactory receptor family 10 subfamily R member 1 pseudogene,1q23.1,,,
HGNC:14820,OR10R2,olfactory receptor family 10 subfamily R member 2,1q23.1,,,Q8NGX6
HGNC:14829,OR10R3P,olfactory receptor family 10 subfamily R member 3 pseudogene,1q23.1,,,
HGNC:14807,OR10S1,olfactory receptor family 10 subfamily S member 1,11q24.1,,,Q8NGN2
HGNC:14812,OR10T1P,olfactory receptor family 10 subfamily T member 1 pseudogene,1q23.1,,,
HGNC:14816,OR10T2,olfactory receptor family 10 subfamily T member 2,1q23.1,,,Q8NGX3
HGNC:15332,OR10U1P,olfactory receptor family 10 subfamily U member 1 pseudogene,12q13.2,,,
HGNC:15136,OR10V1,olfactory receptor family 10 subfamily V member 1,11q12.1,,,Q8NGI7
HGNC:15137,OR10V2P,olfactory receptor family 10 subfamily V member 2 pseudogene,11q12.1,,,
HGNC:15138,OR10V3P,olfactory receptor family 10 subfamily V member 3 pseudogene,11q12.1,,,
HGNC:31237,OR10V7P,olfactory receptor family 10 subfamily V member 7 pseudogene,14q21.2,,,
HGNC:15139,OR10W1,olfactory receptor family 10 subfamily W member 1,11q12.1,,,Q8NGF6
HGNC:14995,OR10X1,olfactory receptor family 10 subfamily X member 1,1q23.1,,,Q8NGY0
HGNC:15140,OR10Y1P,olfactory receptor family 10 subfamily Y member 1 pseudogene,11q12.1,,,
HGNC:14996,OR10Z1,olfactory receptor family 10 subfamily Z member 1,1q23.1,,,Q8NGY1
HGNC:8176,OR11A1,olfactory receptor family 11 subfamily A member 1,6p22.2-p21.31,,,Q9GZK7
HGNC:15067,OR11A2,"symbol withdrawn, see [HGNC:8176](/data/gene-symbol-report/#!/hgnc_id/HGNC:8176)",6,,,
HGNC:15345,OR11G1P,olfactory receptor family 11 subfamily G member 1 pseudogene,14q11.2,,,
HGNC:15346,OR11G2,olfactory receptor family 11 subfamily G member 2,14q11.2,,,Q8NGC1
HGNC:15404,OR11H1,olfactory receptor family 11 subfamily H member 1,22q11.1,12213199,,Q8NG94
HGNC:14716,OR11H2,olfactory receptor family 11 subfamily H member 2,14q11.2,,,Q8NH07
HGNC:15367,OR11H3P,olfactory receptor family 11 subfamily H member 3 pseudogene,15q11.2,,,
HGNC:15347,OR11H4,olfactory receptor family 11 subfamily H member 4,14q11.2,,,Q8NGC9
HGNC:15348,OR11H5P,olfactory receptor family 11 subfamily H member 5 pseudogene,14q11.2,,,
HGNC:15349,OR11H6,olfactory receptor family 11 subfamily H member 6,14q11.2,,,Q8NGC7
HGNC:15350,OR11H7,olfactory receptor family 11 subfamily H member 7 (gene/pseudogene),14q11.2,,,Q8NGC8
HGNC:19434,OR11H8P,"symbol withdrawn, see [HGNC:14716](/data/gene-symbol-report/#!/hgnc_id/HGNC:14716)",14,,,
HGNC:30738,OR11H12,olfactory receptor family 11 subfamily H member 12,14q11.2,,,B2RN74
HGNC:29997,OR11H13P,olfactory receptor family 11 subfamily H member 13 pseudogene,14q11.2,,,
HGNC:14997,OR11I1P,olfactory receptor family 11 subfamily I member 1 pseudogene,1p13.3,,,
HGNC:15368,OR11I2P,"symbol withdrawn, see [HGNC:14997](/data/gene-symbol-report/#!/hgnc_id/HGNC:14997)",15,,,
HGNC:15369,OR11J1P,olfactory receptor family 11 subfamily J member 1 pseudogene,15q11.2,,,
HGNC:15370,OR11J2P,olfactory receptor family 11 subfamily J member 2 pseudogene,15q11.2,,,
HGNC:31238,OR11J5P,olfactory receptor family 11 subfamily J member 5 pseudogene,15q11.2,,,
HGNC:38588,OR11J6P,olfactory receptor family 11 subfamily J member 6 pseudogene,15q11.2,,,
HGNC:38589,OR11J7P,olfactory receptor family 11 subfamily J member 7 pseudogene,15q11.2,,,
HGNC:55117,OR11K1BP,olfactory receptor family 11 subfamily K member 1B pseudogene,15q11.2,32126975,,
HGNC:15371,OR11K1P,olfactory receptor family 11 subfamily K member 1 pseudogene,15q11.2,,,
HGNC:19635,OR11K2P,olfactory receptor family 11 subfamily K member 2 pseudogene,14q11.2,,,
HGNC:14998,OR11L1,olfactory receptor family 11 subfamily L member 1,1q44,,,Q8NGX0
HGNC:15333,OR11M1P,olfactory receptor family 11 subfamily M member 1 pseudogene,12q13.11,,,
HGNC:19582,OR11N1P,olfactory receptor family 11 subfamily N member 1 pseudogene,Xq26.2,,,
HGNC:19636,OR11P1P,olfactory receptor family 11 subfamily P member 1 pseudogene,14q11.2,,,
HGNC:31239,OR11Q1P,olfactory receptor family 11 subfamily Q member 1 pseudogene,Xq26.1,,,
HGNC:8177,OR12D1,olfactory receptor family 12 subfamily D member 1 (gene/pseudogene),6p22.1,,,P0DN82
HGNC:8178,OR12D2,olfactory receptor family 12 subfamily D member 2,6p22.1,,,P58182
HGNC:13963,OR12D3,olfactory receptor family 12 subfamily D member 3,6p22.1,,,Q9UGF7
HGNC:14772,OR13A1,olfactory receptor family 13 subfamily A member 1,10q11.21,,,Q8NGR1
HGNC:14699,OR13C1P,olfactory receptor family 13 subfamily C member 1 pseudogene,9q31.1,,,
HGNC:14701,OR13C2,olfactory receptor family 13 subfamily C member 2,9q31.1,,,Q8NGS9
HGNC:14704,OR13C3,olfactory receptor family 13 subfamily C member 3,9q31.1,,,Q8NGS6
HGNC:14722,OR13C4,olfactory receptor family 13 subfamily C member 4,9q31.1,,,Q8NGS5
HGNC:15100,OR13C5,olfactory receptor family 13 subfamily C member 5,9q31.1,,,Q8NGS8
HGNC:15101,OR13C6P,olfactory receptor family 13 subfamily C member 6 pseudogene,9p13.3,,,Q8NH95
HGNC:15102,OR13C7,olfactory receptor family 13 subfamily C member 7 (gene/pseudogene),9p13.3,,,P0DN81
HGNC:15103,OR13C8,olfactory receptor family 13 subfamily C member 8,9q31.1,,,Q8NGS7
HGNC:15104,OR13C9,olfactory receptor family 13 subfamily C member 9,9q31.1,,,Q8NGT0
HGNC:14695,OR13D1,olfactory receptor family 13 subfamily D member 1,9q31.1,,,Q8NGV5
HGNC:15105,OR13D2P,olfactory receptor family 13 subfamily D member 2 pseudogene,9q31.1,,,
HGNC:15106,OR13D3P,olfactory receptor family 13 subfamily D member 3 pseudogene,9q31.1,,,
HGNC:15107,OR13E1P,olfactory receptor family 13 subfamily E member 1 pseudogene,9p13.3,,,
HGNC:15409,OR13E2,"symbol withdrawn, see [HGNC:15107](/data/gene-symbol-report/#!/hgnc_id/HGNC:15107)",reserved,,,
HGNC:14723,OR13F1,olfactory receptor family 13 subfamily F member 1,9q31.1,,,Q8NGS4
HGNC:14999,OR13G1,olfactory receptor family 13 subfamily G member 1,1q44,,611677,Q8NGZ3
HGNC:14755,OR13H1,olfactory receptor family 13 subfamily H member 1,Xq26.2,,,Q8NG92
HGNC:14732,OR13I1P,olfactory receptor family 13 subfamily I member 1 pseudogene,9q31.1,,,
HGNC:19546,OR13I2P,"symbol withdrawn, see [HGNC:14732](/data/gene-symbol-report/#!/hgnc_id/HGNC:14732)",reserved,,,
HGNC:15108,OR13J1,olfactory receptor family 13 subfamily J member 1,9p13.3,,,Q8NGT2
HGNC:14721,OR13K1P,olfactory receptor family 13 subfamily K member 1 pseudogene,Xq26.2,,,
HGNC:31240,OR13Z1P,olfactory receptor family 13 subfamily Z member 1 pseudogene,1q21.1,,,
HGNC:31241,OR13Z2P,olfactory receptor family 13 subfamily Z member 2 pseudogene,1q21.1,,,
HGNC:31242,OR13Z3P,olfactory receptor family 13 subfamily Z member 3 pseudogene,1q21.1,,,
HGNC:15024,OR14A2,olfactory receptor family 14 subfamily A member 2,1q44,,,Q96R54
HGNC:15022,OR14A16,olfactory receptor family 14 subfamily A member 16,1q44,,,Q8NHC5
HGNC:15026,OR14C36,olfactory receptor family 14 subfamily C member 36,1q44,,,Q8NHC7
HGNC:19575,OR14I1,olfactory receptor family 14 subfamily I member 1,1q44,,618516,A6ND48
HGNC:13971,OR14J1,olfactory receptor family 14 subfamily J member 1,6p22.1,,,Q9UGF5
HGNC:15025,OR14K1,olfactory receptor family 14 subfamily K member 1,1q44,,,Q8NGZ2
HGNC:15023,OR14L1P,olfactory receptor family 14 subfamily L member 1 pseudogene,1q44,,,Q8NHC6
HGNC:8228,OR20A1P,"symbol withdrawn, see [HGNC:8226](/data/gene-symbol-report/#!/hgnc_id/HGNC:8226)",,,,
HGNC:8316,OR51A1P,olfactory receptor family 51 subfamily A member 1 pseudogene,11p15.4,,,
HGNC:14764,OR51A2,olfactory receptor family 51 subfamily A member 2,11p15.4,,,Q8NGJ7
HGNC:14794,OR51A3P,olfactory receptor family 51 subfamily A member 3 pseudogene,11p15.4,,,
HGNC:14795,OR51A4,olfactory receptor family 51 subfamily A member 4,11p15.4,,,Q8NGJ6
HGNC:14801,OR51A5P,olfactory receptor family 51 subfamily A member 5 pseudogene,11p15.4,,,
HGNC:15187,OR51A6P,olfactory receptor family 51 subfamily A member 6 pseudogene,11p15.4,,,
HGNC:15188,OR51A7,olfactory receptor family 51 subfamily A member 7,11p15.4,,,Q8NH64
HGNC:15189,OR51A8P,olfactory receptor family 51 subfamily A member 8 pseudogene,11p15.4,,,
HGNC:15190,OR51A9P,olfactory receptor family 51 subfamily A member 9 pseudogene,11p15.4,,,
HGNC:15185,OR51A10P,olfactory receptor family 51 subfamily A member 10 pseudogene,11p15.4,,,
HGNC:15186,OR51A11P,"symbol withdrawn, see [HGNC:15185](/data/gene-symbol-report/#!/hgnc_id/HGNC:15185)",11,,,
HGNC:19598,OR51A12,"symbol withdrawn, see [HGNC:19597](/data/gene-symbol-report/#!/hgnc_id/HGNC:19597)",reserved,,,
HGNC:19602,OR51A13,"symbol withdrawn, see [HGNC:15185](/data/gene-symbol-report/#!/hgnc_id/HGNC:15185)",reserved,,,
HGNC:31278,OR51AB1P,olfactory receptor family 51 subfamily AB member 1 pseudogene,11p15.4,,,
HGNC:8317,OR51B1P,"symbol withdrawn, see [HGNC:14703](/data/gene-symbol-report/#!/hgnc_id/HGNC:14703)",11p14-p15,,,
HGNC:14703,OR51B2,olfactory receptor family 51 subfamily B member 2,11p15.4,,,Q9Y5P1
HGNC:14706,OR51B3P,olfactory receptor family 51 subfamily B member 3 pseudogene,11p15.4,,,
HGNC:14708,OR51B4,olfactory receptor family 51 subfamily B member 4,11p15.4,,,Q9Y5P0
HGNC:19599,OR51B5,olfactory receptor family 51 subfamily B member 5,11p15.4,,,Q9H339
HGNC:19600,OR51B6,olfactory receptor family 51 subfamily B member 6,11p15.4,,,Q9H340
HGNC:31279,OR51B8P,olfactory receptor family 51 subfamily B member 8 pseudogene,11p15.4,,,
HGNC:15191,OR51C1P,olfactory receptor family 51 subfamily C member 1 pseudogene,11p15.4,,,
HGNC:15427,OR51C2P,"symbol withdrawn, see [HGNC:15191](/data/gene-symbol-report/#!/hgnc_id/HGNC:15191)",reserved,,,
HGNC:15192,OR51C3P,"symbol withdrawn, see [HGNC:15191](/data/gene-symbol-report/#!/hgnc_id/HGNC:15191)",11,,,
HGNC:31280,OR51C4P,olfactory receptor family 51 subfamily C member 4 pseudogene,11p15.4,,,
HGNC:15193,OR51D1,olfactory receptor family 51 subfamily D member 1,11p15.4,,,Q8NGF3
HGNC:15194,OR51E1,olfactory receptor family 51 subfamily E member 1,11p15.4,,611267,Q8TCB6
HGNC:15195,OR51E2,olfactory receptor family 51 subfamily E member 2,11p15.4,11118034,611268,Q9H255
HGNC:15428,OR51E3P,"olfactory receptor, family 51, subfamily E, member 3 pseudogene",,,,
HGNC:15196,OR51F1,olfactory receptor family 51 subfamily F member 1,11p15.4,,,A6NGY5
HGNC:15197,OR51F2,olfactory receptor family 51 subfamily F member 2,11p15.4,,,Q8NH61
HGNC:31281,OR51F3P,olfactory receptor family 51 subfamily F member 3 pseudogene,11p15.4,,,
HGNC:31282,OR51F4P,olfactory receptor family 51 subfamily F member 4 pseudogene,11p15.4,,,
HGNC:31283,OR51F5P,olfactory receptor family 51 subfamily F member 5 pseudogene,11p15.4,,,
HGNC:14738,OR51G1,olfactory receptor family 51 subfamily G member 1,11p15.4,,,Q8NGK1
HGNC:15198,OR51G2,olfactory receptor family 51 subfamily G member 2,11p15.4,,,Q8NGK0
HGNC:19549,OR51G3P,"symbol withdrawn, see [HGNC:14738](/data/gene-symbol-report/#!/hgnc_id/HGNC:14738)",reserved,,,
HGNC:14833,OR51H1,olfactory receptor family 51 subfamily H member 1,11p15.4,,,Q8NH63
HGNC:15199,OR51H2P,olfactory receptor family 51 subfamily H member 2 pseudogene,11p15.4,,,
HGNC:15200,OR51I1,olfactory receptor family 51 subfamily I member 1,11p15.4,,,Q9H343
HGNC:15201,OR51I2,olfactory receptor family 51 subfamily I member 2,11p15.4,,,Q9H344
HGNC:14856,OR51J1,olfactory receptor family 51 subfamily J member 1,11p15.4,,,Q9H342
HGNC:19601,OR51J2,"symbol withdrawn, see [HGNC:14856](/data/gene-symbol-report/#!/hgnc_id/HGNC:14856)",reserved,,,
HGNC:15202,OR51K1P,olfactory receptor family 51 subfamily K member 1 pseudogene,11p15.4,,,
HGNC:14759,OR51L1,olfactory receptor family 51 subfamily L member 1,11p15.4,,,Q8NGJ5
HGNC:14847,OR51M1,olfactory receptor family 51 subfamily M member 1,11p15.4,,,Q9H341
HGNC:14757,OR51N1P,olfactory receptor family 51 subfamily N member 1 pseudogene,11p15.4,,,
HGNC:14762,OR51P1P,olfactory receptor family 51 subfamily P member 1 pseudogene,11p15.4,,,
HGNC:19548,OR51P2P,"symbol withdrawn, see [HGNC:14762](/data/gene-symbol-report/#!/hgnc_id/HGNC:14762)",reserved,,,
HGNC:14851,OR51Q1,olfactory receptor family 51 subfamily Q member 1,11p15.4,,,Q8NH59
HGNC:15203,OR51R1P,olfactory receptor family 51 subfamily R member 1 pseudogene,11p15.4,,,
HGNC:15204,OR51S1,olfactory receptor family 51 subfamily S member 1,11p15.4,,,Q8NGJ8
HGNC:15205,OR51T1,olfactory receptor family 51 subfamily T member 1,11p15.4,,,Q8NGJ9
HGNC:19597,OR51V1,olfactory receptor family 51 subfamily V member 1,11p15.4,,,Q9H2C8
HGNC:8318,OR52A1,olfactory receptor family 52 subfamily A member 1,11p15.4,10512676,,Q9UKL2
HGNC:15429,OR52A2,"olfactory receptor, family 52, subfamily A, member 2",,,,
HGNC:15430,OR52A3P,"symbol withdrawn, see [HGNC:15194](/data/gene-symbol-report/#!/hgnc_id/HGNC:15194)",reserved,,,
HGNC:19579,OR52A4P,olfactory receptor family 52 subfamily A member 4 pseudogene,11p15.4,,,A6NMU1
HGNC:19580,OR52A5,olfactory receptor family 52 subfamily A member 5,11p15.4,,,Q9H2C5
HGNC:15206,OR52B1P,olfactory receptor family 52 subfamily B member 1 pseudogene,11p15.4,,,
HGNC:15207,OR52B2,olfactory receptor family 52 subfamily B member 2,11p15.4,,,Q96RD2
HGNC:15208,OR52B3P,olfactory receptor family 52 subfamily B member 3 pseudogene,11p15.4,,,
